,Unnamed: 0,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
18,18,8BD6F6510F5C8BD2,electric_bike,2021-01-15 08:54:41,2021-01-15 09:11:46,California Ave & Cortez St,17660,Damen Ave & Clybourn Ave,13271,41.900355833333336,-87.69662683333334,41.9319215,-87.67785583333334,member
19,19,84F11CC620F83254,electric_bike,2021-01-10 08:05:47,2021-01-10 08:13:24,California Ave & Cortez St,17660,Leavitt St & North Ave,TA1308000005,41.90039583333333,-87.69670833333333,41.910124,-87.6823965,casual
20,20,C84E5DD4D74F4FC0,electric_bike,2021-01-18 13:30:07,2021-01-18 13:37:19,California Ave & Cortez St,17660,Leavitt St & North Ave,TA1308000005,41.90041,-87.69670966666666,41.9101535,-87.68245916666666,casual
21,21,00AEF8EE4622147F,electric_bike,2021-01-07 09:45:00,2021-01-07 09:52:30,California Ave & Cortez St,17660,Leavitt St & North Ave,TA1308000005,41.90040583333333,-87.69685,41.91013,-87.6824395,casual
22,22,55DAB9E709B61EA5,classic_bike,2021-01-11 11:20:38,2021-01-11 11:29:33,California Ave & Cortez St,17660,Leavitt St & North Ave,TA1308000005,41.900363,-87.696704,41.91050936666395,-87.6823890209198,casual
23,23,3E41D6E4EFE87DD9,classic_bike,2021-01-22 21:54:15,2021-01-22 22:04:27,California Ave & Cortez St,17660,Honore St & Division St,TA1305000034,41.900363,-87.696704,41.903119,-87.673935,casual
24,24,FCE0D29EB2DF84DA,electric_bike,2021-01-16 01:05:07,2021-01-16 01:19:43,California Ave & Cortez St,17660,Ogden Ave & Chicago Ave,TA1305000020,41.9003065,-87.69683216666667,41.89635533333333,-87.6542135,casual
25,25,77E53236C1F0EA3F,classic_bike,2021-01-28 20:35:56,2021-01-28 21:06:32,Halsted St & North Branch St,KA1504000117,Southport Ave & Clark St,TA1308000047,41.89936843921,-87.6484798752,41.957081,-87.664199,member
26,26,72335684BF7A0943,electric_bike,2021-01-09 00:35:55,2021-01-09 00:43:55,Halsted St & North Branch St,KA1504000117,Bissell St & Armitage Ave,13059,41.8993585,-87.64849366666667,41.917993333333335,-87.65250183333333,member
27,27,625DDA8DCCCCB3E2,classic_bike,2021-01-17 15:07:57,2021-01-17 15:20:54,Glenwood Ave & Touhy Ave,525,Broadway & Granville Ave,15571,42.012701,-87.666058,41.9947796884,-87.6602845349,member
28,28,61C6977EA354684C,electric_bike,2021-01-25 15:39:54,2021-01-25 15:52:11,Halsted St & North Branch St,KA1504000117,Clark St & Lincoln Ave,13179,41.89932516666666,-87.64846833333333,41.91575733333333,-87.63480166666666,member
29,29,07F1F6A27AB0436E,classic_bike,2021-01-11 15:32:41,2021-01-11 15:35:26,California Ave & Cortez St,17660,California Ave & Division St,13256,41.900363,-87.696704,41.903029,-87.697474,member
30,30,09BD39967CCCBFB3,classic_bike,2021-01-14 13:39:11,2021-01-14 13:40:48,California Ave & Cortez St,17660,California Ave & Division St,13256,41.900363,-87.696704,41.903029,-87.697474,member
31,31,D57B11E4C1160596,classic_bike,2021-01-07 13:31:56,2021-01-07 13:41:13,California Ave & Cortez St,17660,California Ave & Milwaukee Ave,13084,41.900363,-87.696704,41.922695,-87.697153,member
32,32,85F441B67B05AB0D,classic_bike,2021-01-06 07:51:10,2021-01-06 07:56:02,Michigan Ave & 8th St,623,LaSalle St & Jackson Blvd,TA1309000004,41.872773,-87.623981,41.878166,-87.631929,member
33,33,144A7A47CA9BFB21,classic_bike,2021-01-06 16:00:21,2021-01-06 16:17:30,Glenwood Ave & Touhy Ave,525,Clark St & Elmdale Ave,KA1504000148,42.012701,-87.666058,41.99086044812557,-87.66972362995148,casual
34,34,7EEE4DF07C43AE57,electric_bike,2021-01-06 17:26:51,2021-01-06 17:31:17,California Ave & Cortez St,17660,California Ave & North Ave,13258,41.900401333333335,-87.696737,41.910424166666665,-87.69691216666666,member
35,35,43EBF05C104DA09E,electric_bike,2021-01-03 16:59:16,2021-01-03 17:05:12,California Ave & Cortez St,17660,California Ave & North Ave,13258,41.90028266666667,-87.69672333333334,41.91043616666666,-87.69690183333333,member
36,36,AD2B9AEFCD0B3AE2,classic_bike,2021-01-11 17:24:12,2021-01-11 17:29:29,California Ave & Cortez St,17660,California Ave & North Ave,13258,41.900363,-87.696704,41.91044,-87.6972,member
37,37,80963048BE26AF85,classic_bike,2021-01-10 15:01:31,2021-01-10 15:07:04,California Ave & Cortez St,17660,Smith Park,643,41.900363,-87.696704,41.892048,-87.689397,member
38,38,7DABDE2732700245,classic_bike,2021-01-16 22:09:41,2021-01-16 22:39:27,Halsted St & North Branch St,KA1504000117,Ashland Ave & Belle Plaine Ave,13249,41.89936843921,-87.6484798752,41.956057,-87.668835,member
39,39,7DEF919722AD7359,classic_bike,2021-01-23 14:56:40,2021-01-23 15:20:51,Shedd Aquarium,15544,Streeter Dr & Grand Ave,13022,41.86722595682,-87.6153553902,41.892278,-87.612043,member
40,40,5B796A9FDF9B13A4,electric_bike,2021-01-08 09:34:56,2021-01-08 09:52:37,Sedgwick St & North Ave,TA1307000038,Franklin St & Chicago Ave,13017,41.9113605,-87.638669,41.89685,-87.63590333333333,member
41,41,F058BD483E1D2A8F,electric_bike,2021-01-29 16:17:53,2021-01-29 16:37:29,Shedd Aquarium,15544,Streeter Dr & Grand Ave,13022,41.86729666666667,-87.61535133333334,41.89234533333333,-87.61223516666666,casual
42,42,961642F4B0CC2EDC,electric_bike,2021-01-21 19:46:58,2021-01-21 19:49:16,Rush St & Hubbard St,KA1503000044,Dearborn St & Erie St,13045,41.8900705,-87.6265925,41.89373783333333,-87.62924616666666,member
43,43,DF9C855E2A55D092,classic_bike,2021-01-25 18:40:30,2021-01-25 19:01:01,Halsted St & North Branch St,KA1504000117,Fairbanks Ct & Grand Ave,TA1305000003,41.89936843921,-87.6484798752,41.89184737210993,-87.62058019638062,casual
44,44,7297C6B623D5F03B,classic_bike,2021-01-04 18:56:13,2021-01-04 19:23:34,Halsted St & North Branch St,KA1504000117,Fairbanks Ct & Grand Ave,TA1305000003,41.89936843921,-87.6484798752,41.89184737210993,-87.62058019638062,casual
45,45,E87068221DB50BC2,classic_bike,2021-01-10 17:18:27,2021-01-10 17:38:03,Halsted St & North Branch St,KA1504000117,Fairbanks Ct & Grand Ave,TA1305000003,41.89936843921,-87.6484798752,41.89184737210993,-87.62058019638062,casual
46,46,106B20BC04EC1C5B,classic_bike,2021-01-28 19:44:26,2021-01-28 20:08:40,Halsted St & North Branch St,KA1504000117,Fairbanks Ct & Grand Ave,TA1305000003,41.89936843921,-87.6484798752,41.89184737210993,-87.62058019638062,casual
47,47,FF4F2DF286A9B732,classic_bike,2021-01-13 18:46:48,2021-01-13 19:05:55,Halsted St & North Branch St,KA1504000117,Fairbanks Ct & Grand Ave,TA1305000003,41.89936843921,-87.6484798752,41.89184737210993,-87.62058019638062,casual
48,48,7ADB90D27AD2671D,electric_bike,2021-01-17 17:48:39,2021-01-17 18:10:44,Campbell Ave & Montrose Ave,15623,Sheridan Rd & Irving Park Rd,13063,41.96154766666667,-87.69117833333334,41.95409566666667,-87.65435716666667,member
49,49,30FC2EFABAE5B054,classic_bike,2021-01-09 13:36:20,2021-01-09 14:02:25,Campbell Ave & Montrose Ave,15623,Western Ave & Roscoe St,15634,41.96152593287,-87.6911650414,41.943034,-87.687288,member
50,50,BA01E196C856DBD7,classic_bike,2021-01-18 09:05:59,2021-01-18 09:15:00,Michigan Ave & 8th St,623,Field Blvd & South Water St,15534,41.872773,-87.623981,41.88634906269,-87.6175165471,member
51,51,0A66CE23765828F4,classic_bike,2021-01-17 19:57:56,2021-01-17 20:07:46,Michigan Ave & 8th St,623,Field Blvd & South Water St,15534,41.872773,-87.623981,41.88634906269,-87.6175165471,member
52,52,80FD198C415C0F51,classic_bike,2021-01-16 20:01:57,2021-01-16 20:10:31,Michigan Ave & 8th St,623,Field Blvd & South Water St,15534,41.872773,-87.623981,41.88634906269,-87.6175165471,member
53,53,43DB7DCE2339EC6D,classic_bike,2021-01-24 13:45:19,2021-01-24 14:14:38,California Ave & Cortez St,17660,Lincoln Ave & Fullerton Ave,TA1309000058,41.900363,-87.696704,41.925905,-87.64926,member
54,54,A4700D25F56EF2F2,classic_bike,2021-01-25 15:19:49,2021-01-25 15:28:36,Halsted St & North Branch St,KA1504000117,Clark St & Elm St,TA1307000039,41.89936843921,-87.6484798752,41.902973,-87.63128,member
55,55,40BB0D14EC02D8A4,classic_bike,2021-01-21 18:54:22,2021-01-21 19:01:04,Rush St & Hubbard St,KA1503000044,Sedgwick St & Huron St,TA1307000062,41.890173,-87.626185,41.894666,-87.638437,member
56,56,AE2C596F6BB322BC,classic_bike,2021-01-25 16:58:17,2021-01-25 17:04:59,Rush St & Hubbard St,KA1503000044,Sedgwick St & Huron St,TA1307000062,41.890173,-87.626185,41.894666,-87.638437,member
57,57,54B37FD2DCB8A328,electric_bike,2021-01-14 18:35:34,2021-01-14 18:41:43,Rush St & Hubbard St,KA1503000044,Sedgwick St & Huron St,TA1307000062,41.89007066666667,-87.626313,41.894710333333336,-87.638147,member
58,58,65E938AE5AD1D768,classic_bike,2021-01-11 17:27:10,2021-01-11 17:33:10,Rush St & Hubbard St,KA1503000044,Sedgwick St & Huron St,TA1307000062,41.890173,-87.626185,41.894666,-87.638437,member
59,59,4A40D9946A89C7B9,classic_bike,2021-01-20 19:26:00,2021-01-20 19:32:28,Rush St & Hubbard St,KA1503000044,Sedgwick St & Huron St,TA1307000062,41.890173,-87.626185,41.894666,-87.638437,member
60,60,97974C98DC359D9D,classic_bike,2021-01-29 12:05:52,2021-01-29 12:13:39,Rush St & Hubbard St,KA1503000044,Sedgwick St & Huron St,TA1307000062,41.890173,-87.626185,41.894666,-87.638437,member
61,61,566DC7E87184417D,classic_bike,2021-01-24 10:11:38,2021-01-24 10:22:01,Campbell Ave & Montrose Ave,15623,Ravenswood Ave & Lawrence Ave,TA1309000066,41.96152593287,-87.6911650414,41.96909,-87.674237,member
62,62,2AB1BE3819C9E379,classic_bike,2021-01-17 16:10:03,2021-01-17 16:18:55,Campbell Ave & Montrose Ave,15623,Ravenswood Ave & Lawrence Ave,TA1309000066,41.96152593287,-87.6911650414,41.96909,-87.674237,member
63,63,4E19112304FABF63,classic_bike,2021-01-20 07:46:40,2021-01-20 08:09:05,Halsted St & North Branch St,KA1504000117,Halsted St & 21st St,13162,41.89936843921,-87.6484798752,41.85377981072743,-87.6466029882431,member
64,64,E8BAC4098F5B7510,electric_bike,2021-01-22 22:46:30,2021-01-22 22:55:11,State St & Harrison St,SL-007,Wentworth Ave & 24th St (Temp),TA1308000026,41.874054,-87.62771916666667,41.85019433333333,-87.63215166666667,member
65,65,193312ED6078EDA7,classic_bike,2021-01-23 15:59:38,2021-01-23 16:33:51,Shedd Aquarium,15544,Lake Shore Dr & Monroe St,13300,41.86722595682,-87.6153553902,41.880958,-87.616743,member
66,66,976870782F873ECD,classic_bike,2021-01-09 16:00:32,2021-01-09 16:41:53,Shedd Aquarium,15544,Lake Shore Dr & Monroe St,13300,41.86722595682,-87.6153553902,41.880958,-87.616743,casual
67,67,C81B0E2FF9E14235,classic_bike,2021-01-09 15:01:54,2021-01-09 15:44:14,Shedd Aquarium,15544,Lake Shore Dr & Monroe St,13300,41.86722595682,-87.6153553902,41.880958,-87.616743,casual
68,68,9A435D4C9D0E8A3B,classic_bike,2021-01-06 14:13:49,2021-01-06 14:29:42,Shedd Aquarium,15544,Lake Shore Dr & Monroe St,13300,41.86722595682,-87.6153553902,41.880958,-87.616743,casual
69,69,AC8D035CF7730898,classic_bike,2021-01-09 11:48:53,2021-01-09 11:58:54,Shedd Aquarium,15544,Lake Shore Dr & Monroe St,13300,41.86722595682,-87.6153553902,41.880958,-87.616743,casual
70,70,9DC3686D2E26C89B,classic_bike,2021-01-08 19:46:33,2021-01-08 19:59:21,Sedgwick St & North Ave,TA1307000038,Southport Ave & Clybourn Ave,TA1309000030,41.911386,-87.638677,41.920771,-87.663712,casual
71,71,86B8454C95861887,classic_bike,2021-01-09 16:01:39,2021-01-09 16:42:05,Shedd Aquarium,15544,Lake Shore Dr & Monroe St,13300,41.86722595682,-87.6153553902,41.880958,-87.616743,casual
72,72,7BCCDD9F5E8BE65D,classic_bike,2021-01-15 14:09:52,2021-01-15 14:20:29,Sedgwick St & North Ave,TA1307000038,Southport Ave & Clybourn Ave,TA1309000030,41.911386,-87.638677,41.920771,-87.663712,member
73,73,CA41E5A1F740AEFD,classic_bike,2021-01-22 18:20:08,2021-01-22 18:23:25,Sedgwick St & North Ave,TA1307000038,Wells St & Evergreen Ave,TA1308000049,41.911386,-87.638677,41.906724,-87.63483,member
74,74,8369A9C236136A9F,classic_bike,2021-01-16 19:56:15,2021-01-16 19:59:33,Sedgwick St & North Ave,TA1307000038,Wells St & Evergreen Ave,TA1308000049,41.911386,-87.638677,41.906724,-87.63483,member
75,75,790CF45F8389B6F9,classic_bike,2021-01-19 16:49:57,2021-01-19 16:53:02,Sedgwick St & North Ave,TA1307000038,Wells St & Evergreen Ave,TA1308000049,41.911386,-87.638677,41.906724,-87.63483,member
76,76,230BD5A777C9CB90,classic_bike,2021-01-24 15:09:35,2021-01-24 15:14:39,Sedgwick St & North Ave,TA1307000038,Wells St & Evergreen Ave,TA1308000049,41.911386,-87.638677,41.906724,-87.63483,member
77,77,C2A455E97AC8887E,electric_bike,2021-01-07 17:39:04,2021-01-07 17:43:14,Rush St & Hubbard St,KA1503000044,Clark St & Lake St,KA1503000012,41.89028066666667,-87.62628433333333,41.88642,-87.63097483333334,member
78,78,28CE185B7EDFFA59,classic_bike,2021-01-24 17:28:33,2021-01-24 17:33:49,Rush St & Hubbard St,KA1503000044,Clark St & Lake St,KA1503000012,41.890173,-87.626185,41.88602082773,-87.6308760584,member
79,79,679E279F0432B7FC,classic_bike,2021-01-14 10:36:03,2021-01-14 10:55:59,Sheffield Ave & Fullerton Ave,TA1306000016,Clark St & Chicago Ave,13303,41.9256018819,-87.6537080423,41.89675,-87.63089,casual
80,80,5034AA05B5C079B9,classic_bike,2021-01-18 14:15:57,2021-01-18 14:31:19,Campbell Ave & Montrose Ave,15623,Sheridan Rd & Montrose Ave,TA1307000107,41.96152593287,-87.6911650414,41.96167,-87.65464,member
81,81,028BCF623E25F6DB,classic_bike,2021-01-02 12:15:11,2021-01-02 12:23:23,Michigan Ave & 8th St,623,State St & Randolph St,TA1305000029,41.872773,-87.623981,41.8847302006,-87.6277335692,member
82,82,C2BFCF23B5782924,classic_bike,2021-01-09 10:13:17,2021-01-09 10:22:36,Michigan Ave & 8th St,623,State St & Randolph St,TA1305000029,41.872773,-87.623981,41.8847302006,-87.6277335692,member
83,83,A17D16D74536A374,classic_bike,2021-01-07 12:26:42,2021-01-07 12:35:44,Michigan Ave & 8th St,623,State St & Randolph St,TA1305000029,41.872773,-87.623981,41.8847302006,-87.6277335692,member
84,84,4B678A6BCF311801,docked_bike,2021-01-28 00:27:14,2021-01-28 00:36:57,Michigan Ave & 8th St,623,State St & Randolph St,TA1305000029,41.872773,-87.623981,41.88473,-87.627734,casual
85,85,5162176F04118D25,electric_bike,2021-01-21 15:32:19,2021-01-21 15:45:35,Michigan Ave & 8th St,623,State St & Randolph St,TA1305000029,41.872553333333336,-87.62407516666667,41.883829166666665,-87.626419,casual
86,86,1578D41998D3B446,classic_bike,2021-01-17 13:54:29,2021-01-17 14:05:34,Sedgwick St & North Ave,TA1307000038,Stockton Dr & Wrightwood Ave,13276,41.911386,-87.638677,41.93132,-87.638742,casual
87,87,C6CE989D0CA89BB6,classic_bike,2021-01-17 17:57:27,2021-01-17 18:07:14,Sedgwick St & North Ave,TA1307000038,Stockton Dr & Wrightwood Ave,13276,41.911386,-87.638677,41.93132,-87.638742,casual
88,88,57F348752DCD8273,classic_bike,2021-01-24 19:13:25,2021-01-24 19:27:00,Sedgwick St & North Ave,TA1307000038,Stockton Dr & Wrightwood Ave,13276,41.911386,-87.638677,41.93132,-87.638742,casual
89,89,53408F9B21BCE4B4,classic_bike,2021-01-14 18:24:21,2021-01-14 18:32:25,Sedgwick St & North Ave,TA1307000038,Stockton Dr & Wrightwood Ave,13276,41.911386,-87.638677,41.93132,-87.638742,casual
90,90,A81933DA3A0AC0E4,classic_bike,2021-01-20 16:27:06,2021-01-20 16:27:27,State St & Pearson St,TA1307000061,State St & Pearson St,TA1307000061,41.897448,-87.628722,41.897448,-87.628722,member
91,91,A04621CF9A6D8BE6,classic_bike,2021-01-17 10:50:25,2021-01-17 10:50:33,State St & Pearson St,TA1307000061,State St & Pearson St,TA1307000061,41.897448,-87.628722,41.897448,-87.628722,member
92,92,17176D8E187A2962,classic_bike,2021-01-05 16:44:47,2021-01-05 16:52:01,Halsted St & North Branch St,KA1504000117,Sheffield Ave & Kingsbury St,13154,41.89936843921,-87.6484798752,41.910522,-87.653106,member
93,93,B5F2D6D3BCC7A90E,classic_bike,2021-01-12 16:44:58,2021-01-12 16:51:16,Halsted St & North Branch St,KA1504000117,Sheffield Ave & Kingsbury St,13154,41.89936843921,-87.6484798752,41.910522,-87.653106,member
94,94,D19901FC39A89177,classic_bike,2021-01-30 15:15:48,2021-01-30 15:22:24,Halsted St & North Branch St,KA1504000117,Milwaukee Ave & Grand Ave,13033,41.89936843921,-87.6484798752,41.891578,-87.648384,member
95,95,5B75907EF5CC52D6,electric_bike,2021-01-14 08:22:00,2021-01-14 08:51:42,California Ave & Cortez St,17660,Francisco Ave & Foster Ave,KA1504000160,41.90033716666667,-87.696804,41.97557433333333,-87.70151516666667,casual
96,96,E2DFCBFF4671A324,classic_bike,2021-01-22 17:15:39,2021-01-22 17:23:28,Damen Ave & Leland Ave,TA1307000158,Winchester (Ravenswood) Ave & Balmoral Ave,KA1504000147,41.967094,-87.679028,41.979762,-87.67753,member
97,97,D5D0EA54A54A180E,electric_bike,2021-01-11 13:01:18,2021-01-11 13:13:10,2112 W Peterson Ave,KA1504000155,Western Ave & Lunt Ave,RP-005,41.99122883333333,-87.68361566666667,42.00859916666667,-87.69034183333333,member
98,98,A3CBC28A31B6F749,classic_bike,2021-01-23 12:07:46,2021-01-23 12:16:00,2112 W Peterson Ave,KA1504000155,Winchester (Ravenswood) Ave & Balmoral Ave,KA1504000147,41.991178,-87.683593,41.979762,-87.67753,member
99,99,D1908932E9ACA69C,classic_bike,2021-01-02 16:49:34,2021-01-02 16:54:13,Campbell Ave & Montrose Ave,15623,Western Ave & Leland Ave,TA1307000140,41.96152593287,-87.6911650414,41.96649453206122,-87.68841862678528,member
100,100,8225E92FD492C231,classic_bike,2021-01-14 16:42:38,2021-01-14 16:47:09,Campbell Ave & Montrose Ave,15623,Western Ave & Leland Ave,TA1307000140,41.96152593287,-87.6911650414,41.96649453206122,-87.68841862678528,member
101,101,A8F8A11052D19E95,classic_bike,2021-01-16 15:06:49,2021-01-16 15:16:27,Halsted St & North Branch St,KA1504000117,Aberdeen St & Randolph St,18062,41.89936843921,-87.6484798752,41.884114,-87.654264,casual
102,102,2C8B4A4A5AA1081D,classic_bike,2021-01-17 11:38:11,2021-01-17 12:01:39,Sedgwick St & North Ave,TA1307000038,Sheridan Rd & Irving Park Rd,13063,41.911386,-87.638677,41.954245,-87.654406,casual
103,103,B478A90850833606,classic_bike,2021-01-31 12:39:06,2021-01-31 13:06:00,Sedgwick St & North Ave,TA1307000038,Sheridan Rd & Irving Park Rd,13063,41.911386,-87.638677,41.954245,-87.654406,casual
104,104,77EE84A942C9C4D8,classic_bike,2021-01-10 12:13:25,2021-01-10 12:36:26,Sedgwick St & North Ave,TA1307000038,Sheridan Rd & Irving Park Rd,13063,41.911386,-87.638677,41.954245,-87.654406,casual
105,105,D96D0A942E12C4D4,classic_bike,2021-01-04 10:05:49,2021-01-04 10:29:53,Sedgwick St & North Ave,TA1307000038,Sheridan Rd & Irving Park Rd,13063,41.911386,-87.638677,41.954245,-87.654406,casual
106,106,595CD08A1D98554F,classic_bike,2021-01-24 10:30:21,2021-01-24 10:54:10,Sedgwick St & North Ave,TA1307000038,Sheridan Rd & Irving Park Rd,13063,41.911386,-87.638677,41.954245,-87.654406,casual
107,107,901585CA61EBC7B6,electric_bike,2021-01-15 16:31:42,2021-01-15 16:52:38,St. Clair St & Erie St,13016,Burling St & Diversey Pkwy,TA1309000036,41.8941505,-87.6226575,41.9329715,-87.6476845,member
108,108,96A0DE52D817133F,classic_bike,2021-01-29 21:17:17,2021-01-29 21:24:26,Southport Ave & Wellington Ave,TA1307000006,Burling St & Diversey Pkwy,TA1309000036,41.935733,-87.663576,41.93314,-87.64776,member
109,109,51980BABC1448977,classic_bike,2021-01-16 14:45:35,2021-01-16 15:24:57,Indiana Ave & Roosevelt Rd,SL-005,Sheridan Rd & Irving Park Rd,13063,41.867888,-87.623041,41.954245,-87.654406,member
110,110,0C1CE1B9FC10221B,classic_bike,2021-01-20 11:43:05,2021-01-20 12:23:57,Indiana Ave & Roosevelt Rd,SL-005,Sheridan Rd & Irving Park Rd,13063,41.867888,-87.623041,41.954245,-87.654406,member
111,111,7268D542281F69E6,classic_bike,2021-01-02 15:14:35,2021-01-02 15:53:36,Indiana Ave & Roosevelt Rd,SL-005,Sheridan Rd & Irving Park Rd,13063,41.867888,-87.623041,41.954245,-87.654406,member
112,112,CA171E1992CF1953,classic_bike,2021-01-15 17:47:19,2021-01-15 18:23:55,Indiana Ave & Roosevelt Rd,SL-005,Sheridan Rd & Irving Park Rd,13063,41.867888,-87.623041,41.954245,-87.654406,member
113,113,2832126F6451F6E9,classic_bike,2021-01-19 15:40:34,2021-01-19 16:19:12,Indiana Ave & Roosevelt Rd,SL-005,Sheridan Rd & Irving Park Rd,13063,41.867888,-87.623041,41.954245,-87.654406,member
114,114,ED36C066F4B59FD0,classic_bike,2021-01-12 15:08:19,2021-01-12 15:46:05,Indiana Ave & Roosevelt Rd,SL-005,Sheridan Rd & Irving Park Rd,13063,41.867888,-87.623041,41.954245,-87.654406,member
115,115,D57FD3243A4E04AA,classic_bike,2021-01-09 14:57:10,2021-01-09 15:08:34,Lincoln Park Conservatory,LP-,Burling St & Diversey Pkwy,TA1309000036,41.92393131136619,-87.63582453131676,41.93314,-87.64776,member
116,116,5F216B9DBA2B1E53,classic_bike,2021-01-11 08:51:36,2021-01-11 09:05:18,Clark St & Armitage Ave,13146,Burling St & Diversey Pkwy,TA1309000036,41.918306,-87.636282,41.93314,-87.64776,member
117,117,C459A4C5FFCB4D8A,classic_bike,2021-01-24 12:59:23,2021-01-24 13:36:35,Michigan Ave & 8th St,623,Sheridan Rd & Irving Park Rd,13063,41.872773,-87.623981,41.954245,-87.654406,member
118,118,34C21F5048F93321,classic_bike,2021-01-23 14:34:01,2021-01-23 15:09:09,Michigan Ave & 8th St,623,Sheridan Rd & Irving Park Rd,13063,41.872773,-87.623981,41.954245,-87.654406,member
119,119,40174EF8E005A826,electric_bike,2021-01-02 16:21:57,2021-01-02 16:40:55,Wood St & Augusta Blvd,657,Burling St & Diversey Pkwy,TA1309000036,41.899204833333336,-87.67221983333333,41.933115,-87.64777,casual
120,120,FE11296D21D66C35,classic_bike,2021-01-22 08:02:24,2021-01-22 08:09:03,Calumet Ave & 35th St,13345,Prairie Ave & 43rd St,KA1503000027,41.831379,-87.618034,41.81665889302,-87.6194124619,member
121,121,E5655658075DF7E6,classic_bike,2021-01-18 16:21:02,2021-01-18 16:28:30,Calumet Ave & 35th St,13345,Prairie Ave & 43rd St,KA1503000027,41.831379,-87.618034,41.81665889302,-87.6194124619,member
122,122,9D24FBDAA2670772,classic_bike,2021-01-06 16:38:43,2021-01-06 16:46:10,Calumet Ave & 35th St,13345,Prairie Ave & 43rd St,KA1503000027,41.831379,-87.618034,41.81665889302,-87.6194124619,member
123,123,294728C11FB55C42,classic_bike,2021-01-19 08:13:56,2021-01-19 08:21:04,Calumet Ave & 35th St,13345,Prairie Ave & 43rd St,KA1503000027,41.831379,-87.618034,41.81665889302,-87.6194124619,member
